name,cover,price,author,publisher,isbn,publish_date,pages,path
深宫缭乱,https://img.dushu.com/2020/01/02/113119620114042438.jpg_200.jpg,¥78.00,尤四姐 著,长江出版社,9787549268344,2020-01-01,616,深宫缭乱.jpg
道德经说什么2：无为才能有为 利他才是利己（罗大伦新书）,https://img.dushu.com/2020/01/02/113139599114045549.jpg_200.jpg,¥79.90,罗大伦，紫图出品 著,北京联合出版公司,9787559638441,2020-01-01,440,道德经说什么2：无为才能有为 利他才是利己（罗大伦新书）.jpg
中国方术续考（典藏本）,https://img.dushu.com/2020/01/02/113141199114041372.jpg_200.jpg,¥108.00,李零 著,中华书局,9787101127966,2019-12-01,,中国方术续考（典藏本）.jpg
中国近三百年学术史（校订本）,https://img.dushu.com/2020/01/02/113142183114047261.jpg_200.jpg,¥68.00,梁启超 著，俞国林 校,中华书局,9787101139402,2019-12-01,,中国近三百年学术史（校订本）.jpg
清代常州学术文化研究,https://img.dushu.com/2020/01/02/113143790114043085.jpg_200.jpg,¥93.00,杨旭辉 著,江苏人民出版社,9787214225658,2019-12-01,440,清代常州学术文化研究.jpg
民间法哲学论：一种中国特色法哲学建构论纲,https://img.dushu.com/2020/01/02/113145684114042147.jpg_200.jpg,¥98.00,姚选民 著,社会科学文献出版社,9787520155168,2019-12-01,256,民间法哲学论：一种中国特色法哲学建构论纲.jpg
从孔子到谢灵运：唐前士人精神史探索,https://img.dushu.com/2020/01/02/113146544114049781.jpg_200.jpg,¥58.00,程世和 著,中华书局,9787101142280,2019-12-01,311,从孔子到谢灵运：唐前士人精神史探索.jpg
闲话史记：解读司马迁史记,https://img.dushu.com/2020/01/02/11312690114048131.jpg_200.jpg,¥48.00,冯增录 著,世界图书出版公司,9787519261191,2019-12-01,,闲话史记：解读司马迁史记.jpg
国学之树：重新发现古中国人的思维智慧,https://img.dushu.com/2019/12/30/101224971119003533.jpg_200.jpg,¥58.00,许文胜 著,长江文艺出版社,9787570213375,2019-12-01,212,国学之树：重新发现古中国人的思维智慧.jpg
育婴员（高级）,https://img.dushu.com/2020/01/02/111734944114047151.jpg_200.jpg,¥33.00,人力资源社会保障部教材办公室 著,中国劳动社会保障出版社,9787516741726,2019-11-01,184,育婴员（高级）.jpg
健康一生,https://img.dushu.com/2019/12/30/100724253119001352.jpg_200.jpg,¥29.80,暂缺,上海交通大学出版社,9787313218582,2019-09-01,233,健康一生.jpg
青年必知百部世界名著精华读本,https://img.dushu.com/2006/05/27/0826044696228.jpg_200.jpg,¥345.60,张锋编著,延边人民出版社,9787806486818,2004-01-01,422页,青年必知百部世界名著精华读本.jpg
中国文学论著集目续编,https://a.dushu.com/img/n200.png,¥0.00,国立编译馆主编；王国良编,五南图书出版公司,9789571114712,1997-01-01,364页,中国文学论著集目续编.jpg
文学与玄学,https://img.dushu.com/2019/12/30/102857936119001363.jpg_200.jpg,¥59.00,唐翼明 著,广东人民出版社,9787218138947,2020-01-01,311,文学与玄学.jpg
魏晋风流,https://img.dushu.com/2019/12/30/102858872119006488.jpg_200.jpg,¥49.00,唐翼明 著,广东人民出版社,9787218137568,2020-01-01,167,魏晋风流.jpg
艺术文献集成：燕闲清赏笺,https://img.dushu.com/2019/12/16/102959640178481930.jpg_200.jpg,¥59.80,[明] 高濂撰 著,浙江人民美术出版社,9787534074899,2019-12-01,,艺术文献集成：燕闲清赏笺.jpg
世界名人名传：达尔文自传,https://img.dushu.com/2020/01/02/112207816114046863.jpg_200.jpg,¥22.00,[英] 达尔文 著，方华文 译,河南文艺出版社,9787555908227,2020-01-01,,世界名人名传：达尔文自传.jpg
海海人生：横尾忠则自传,https://img.dushu.com/2020/01/02/112231972114043922.jpg_200.jpg,¥72.00,[日] 横尾忠则 著,湖南美术出版社,9787535689368,2019-12-01,504,海海人生：横尾忠则自传.jpg
异奇物语赢家100%,https://img.dushu.com/2019/12/30/103044709119002337.jpg_200.jpg,¥38.00,高楼大厦 著,安徽文艺出版社,9787539667706,2019-10-01,307,异奇物语赢家100%.jpg
简单营销学,https://img.dushu.com/2019/12/30/102450509119006202.jpg_200.jpg,¥48.00,高恩强 著,民主与建设出 版社,9787513928465,2020-01-01,192,简单营销学.jpg
一本书了解头痛,https://img.dushu.com/2019/12/30/100744968119009065.jpg_200.jpg,¥45.00,[日] 清水俊彦 著，冯莹莹 译,电子工业出版社,9787121380679,2020-01-01,160,一本书了解头痛.jpg
学习《毛泽东选集》第五卷专题索引：初稿,https://a.dushu.com/img/n200.png,¥0.00,唐山市图书馆,,,1900-01-01,7页,中国文学论著集目续编.jpg
港澳台报刊目录,https://a.dushu.com/img/n200.png,¥0.00,中国图书进出口总公司编,中国图书进出口总公司,,1990-01-01,72页,中国文学论著集目续编.jpg
出土文献综合研究专刊-简帛逐字索引大系：秦简逐字索引,https://img.dushu.com/2016/10/11/11521382958729.jpg_200.jpg,¥980.00,张显成,四川大学出版社,9787561472606,2014-12-01,1489,出土文献综合研究专刊-简帛逐字索引大系：秦简逐字索引.jpg
防暴开关配件目录,https://a.dushu.com/img/n200.png,¥0.00,暂缺,,,1900-01-01,286页,中国文学论著集目续编.jpg
图书馆学资料通报,https://a.dushu.com/img/n200.png,¥0.00,北京图书馆科学方法研究部图书馆学资料室编,,,1960-01-01,32页,中国文学论著集目续编.jpg
中国古代主要著作选目,https://a.dushu.com/img/n200.png,¥0.00,北京图书馆编,,,1953-01-01,5页,中国文学论著集目续编.jpg
环球海味之旅,https://img.dushu.com/2019/12/05/11233642033038.jpg_200.jpg,¥35.00,暂缺,中国海洋大学出版社,9787567014299,2018-01-01,,环球海味之旅.jpg
山水有清音：古代山水田园诗鉴要,https://img.dushu.com/2019/12/11/09295579417408.jpg_200.jpg,¥38.00,葛晓音 著,北京出版社,9787200131727,2018-01-01,,山水有清音：古代山水田园诗鉴要.jpg
情感唤醒歌唱法,https://img.dushu.com/2019/12/11/09330283273940.jpg_200.jpg,¥128.00,李需民,中国社会科学出版社,9787520307130,2017-11-01,,情感唤醒歌唱法.jpg
滑屏时代：新媒体运营精进手册,https://img.dushu.com/2019/12/30/102448696119004631.jpg_200.jpg,¥68.00,新榜 著,台海出版社,9787516825143,2020-01-01,312,滑屏时代：新媒体运营精进手册.jpg
机床基础理论专题文摘,https://a.dushu.com/img/n200.png,¥1.30,第一机械工业部机床研究所编,第一机械工业部机床研究所,,1964-01-01,181页,中国文学论著集目续编.jpg
福建戏曲传统剧目清单,https://a.dushu.com/img/n200.png,¥0.00,福建省文化局编,,,1900-01-01,240页,中国文学论著集目续编.jpg
文物书刊目录,https://a.dushu.com/img/n200.png,¥0.00,暂缺,文物出版社,,1900-01-01,48页,中国文学论著集目续编.jpg
磨削文献志,https://a.dushu.com/img/n200.png,¥2.00,第一机械工业部技术情报所，第一机械工业部磨料磨具磨削研究所编,第一机械工业部磨料磨具磨削研究所,,1965-01-01,187页,中国文学论著集目续编.jpg
热加工生产线目录,https://a.dushu.com/img/n200.png,¥0.00,第一机械工业部情报所编,第一机械工业部情报所,,1973-01-01,56页,中国文学论著集目续编.jpg
航空用热强钢及合金焊接文献索引,https://a.dushu.com/img/n200.png,¥1.10,第三机械工业部第四○研究所编,第三机械工业部第四○研究所,,1963-01-01,54页,中国文学论著集目续编.jpg
成份分析仪器文摘（3）,https://a.dushu.com/img/n200.png,¥0.88,第一机械工业部成份分析仪器研究所编,第一机械工业部第四局技术情报室,,1963-01-01,42页,中国文学论著集目续编.jpg
中国现代作家著作目录,https://a.dushu.com/img/n200.png,¥1.85,山东师范学院中文系编,大众日报社,,1962-01-01,321页,中国文学论著集目续编.jpg
国外燃气轮机期刊论文索引：1955-1958,https://a.dushu.com/img/n200.png,¥1.20,中国科学院动力研究室编,科学出版社,,1960-01-01,136页,中国文学论著集目续编.jpg
大海的馈赠,https://img.dushu.com/2019/12/05/11233494741001.jpg_200.jpg,¥35.00,暂缺,中国海洋大学出版社,9787567014312,2018-01-01,,大海的馈赠.jpg
外商直接投资产业控制力研究,https://img.dushu.com/2019/12/05/11300865182349.jpg_200.jpg,¥85.00,李泳,社会科学文献出版社,9787520116251,2018-01-01,,外商直接投资产业控制力研究.jpg
中国世界遗产旅游与城市发展的关系研究,https://img.dushu.com/2019/12/05/11220990954070.jpg_200.jpg,¥28.00,暂缺,中国海洋大学出版社,9787567011601,2017-12-01,,中国世界遗产旅游与城市发展的关系研究.jpg
图书目录：1963年,https://a.dushu.com/img/n200.png,¥0.00,中国工业出版社编,中国工业出版社,,1964-01-01,121页,中国文学论著集目续编.jpg
政治经济学必读参考书目：初稿,https://a.dushu.com/img/n200.png,¥0.09,中国人民大学政治经济学教研室编,中国人民大学出版社,,1956-01-01,17页,中国文学论著集目续编.jpg
子弟书总目,https://a.dushu.com/img/n200.png,¥0.55,傅惜华编,古典文学出版社,,1957-01-01,187页,中国文学论著集目续编.jpg
现存元人杂剧书录,https://a.dushu.com/img/n200.png,¥0.64,徐调孚编,上海文艺联合出版社,,1955-01-01,169页,中国文学论著集目续编.jpg
中国革命史参考资料主要期刊目录（第一册 “共产党”、“乡导”周报目录）,https://a.dushu.com/img/n200.png,¥0.37,中国人民大学中国革命史教研室编,中国人民大学,,1955-01-01,112页,中国文学论著集目续编.jpg
赵定宇书目,https://a.dushu.com/img/n200.png,¥0.70,（明）赵用贤著,古典文学出版社,,1957-01-01,37页,中国文学论著集目续编.jpg
中国边疆古籍题解,https://a.dushu.com/img/n200.png,¥16.00,范秀传主编,新疆人民出版社,9787228032327,1995-01-01,289页,中国文学论著集目续编.jpg
医学核心期刊指南,https://a.dushu.com/img/n200.png,¥28.00,卢黛琳主编,上海医科大学出版社,9787562703983,1997-01-01,186页,中国文学论著集目续编.jpg
词学研究书目：1912-1992,https://a.dushu.com/img/n200.png,¥564.00,黄文吉主编,文津出版社,9789576681028,1993-01-01,565页,中国文学论著集目续编.jpg
日本研究经学论著目录：1900-1992,https://a.dushu.com/img/n200.png,¥540.00,林庆彰主编,中央研究院中国文哲研究所筹备处,9789576711923,1993-01-01,878页,中国文学论著集目续编.jpg
乾嘉学术研究论著目录：1900-1993,https://a.dushu.com/img/n200.png,¥240.00,林庆彰主编,中央研究院中国文哲研究所筹备处,9789576713118,1995-01-01,334页,中国文学论著集目续编.jpg
新加坡国立大学中文图书馆藏中国明清通俗小说书目提要,https://a.dushu.com/img/n200.png,¥200.00,辜美高，李金生主编,新加坡国立大学中文系汉学研究中心,9789810405649,1998-01-01,292页,中国文学论著集目续编.jpg
台北市立疗养院历年研究报告一览表,https://a.dushu.com/img/n200.png,¥30.00,暂缺,台北市立疗养院,,1989-01-01,36页,中国文学论著集目续编.jpg
太平天国报刊资料索引：1949年10月-1961年2月15日,https://a.dushu.com/img/n200.png,¥0.70,中国科学院历史研究所，中国科学院近代史研究所编,,,1900-01-01,40页,中国文学论著集目续编.jpg
中国资产阶级社会学者、经济学者的著作、论文索引（第一辑）,https://a.dushu.com/img/n200.png,¥0.23,中国人民大学经济系资料室编,中国人民大学,,1959-01-01,35页,中国文学论著集目续编.jpg
《金文总集》与《殷周金文集成》铭文器号对照表,https://a.dushu.com/img/n200.png,¥0.00,季旭昇主编,艺文印书馆,9789575200893,2000-01-01,203页,中国文学论著集目续编.jpg
日本佛学期刊总目索引,https://a.dushu.com/img/n200.png,¥0.00,国书刊行会编,华宇出版社,,1987-01-01,536页,中国文学论著集目续编.jpg
资讯式全国图书分类目录,https://a.dushu.com/img/n200.png,¥0.00,本局编辑部编,光复书局,,1985-01-01,797～1656页,中国文学论著集目续编.jpg
建国以来文艺作品专题卡片著者书名索引,https://a.dushu.com/img/n200.png,¥0.00,图书提要卡片联合编辑组编,,,1961-01-01,101页,中国文学论著集目续编.jpg
东北抗日联军馆藏参考资料目录索引,https://a.dushu.com/img/n200.png,¥0.80,吉林省图书馆编,,,1962-01-01,64页,中国文学论著集目续编.jpg
社会科学图书目录,https://a.dushu.com/img/n200.png,¥1.00,山东师范学院图书馆编,,,1956-01-01,97～185×2页,中国文学论著集目续编.jpg
让孩子着迷的101本书（童书最佳指南，收集所有人成长岁月的经典记忆，你小时候读过的书这里都有）,https://img.dushu.com/2006/05/27/07154034359547.jpg_200.jpg,¥36.00,阿甲，萝卜探长编著,时代文艺出版社,9787538718454,2003-12-01,319,让孩子着迷的101本书（童书最佳指南，收集所有人成长岁月的经典记忆，你小时候读过的书这里都有）.jpg
中国戏曲研究院新藏古典戏曲目录：1949年至1957年12月31日入藏,https://a.dushu.com/img/n200.png,¥0.30,中国戏曲研究院图书资料室编,,,1900-01-01,65页,中国文学论著集目续编.jpg
国内外科技资料目录,https://a.dushu.com/img/n200.png,¥0.50,天津市人民图书馆，天津市科学技术局情报组编,天津市科学技术局情报组,,1900-01-01,184页,中国文学论著集目续编.jpg
京剧传统剧目初步材料,https://a.dushu.com/img/n200.png,¥0.00,上海市传统剧目整理委员会京剧分会编,上海市传统剧目整理委员会京剧分会,,1900-01-01,31页,中国文学论著集目续编.jpg
文学图书目录,https://a.dushu.com/img/n200.png,¥2.00,山东师范学院图书馆编,,,1956-01-01,94～186×2页,中国文学论著集目续编.jpg
馆藏土木建筑书目补编,https://a.dushu.com/img/n200.png,¥1.30,北京图书馆参考组编,,,1960-01-01,279页,中国文学论著集目续编.jpg
造船工程书目,https://a.dushu.com/img/n200.png,¥1.00,上海图书馆科技参考室编,上海图书馆科技参考室,,1971-01-01,184页,中国文学论著集目续编.jpg
中国戏曲研究院所藏评剧、二人转、北京曲剧目录：1949年至1957年12月31日入藏,https://a.dushu.com/img/n200.png,¥0.25,中国戏曲研究院图书资料室编,,,1900-01-01,22页,中国文学论著集目续编.jpg
中国戏曲研究院所藏湖南、湖北、江西、广东、广西地方戏曲目录：1949年至1957年12月31日入藏,https://a.dushu.com/img/n200.png,¥0.25,中国戏曲研究院图书资料室编,,,1900-01-01,41页,中国文学论著集目续编.jpg
“新中华”总目：一九三三年一月-一九四九年五月,https://a.dushu.com/img/n200.png,¥0.70,三联书店编辑部编,三联书店,,1957-01-01,165页,中国文学论著集目续编.jpg
吴兴藏书录　皕宋楼藏书源流考,https://a.dushu.com/img/n200.png,¥0.15,（清）郑元庆著（清）岛田翰著,古典文学出版社,,1957-01-01,40页,中国文学论著集目续编.jpg
鸣野山房书目,https://a.dushu.com/img/n200.png,¥0.70,（清）沈复粲编；潘景郑校订,古典文学出版社,,1958-01-01,60页,中国文学论著集目续编.jpg
东北地区低压电器简明产品目录,https://a.dushu.com/img/n200.png,¥0.35,东北地区低压电器情报网编,,,1972-01-01,71页,中国文学论著集目续编.jpg
清代禁毁书目（补遗）　清代禁书知见录,https://a.dushu.com/img/n200.png,¥2.40,（清）姚观元编孙殿起辑,商务印书馆,,1957-01-01,,中国文学论著集目续编.jpg
中国专利索引,https://a.dushu.com/img/n200.png,¥200.00,专利文献编辑室制印中心编,知识产权出版社,9787800114571,2000-01-01,1136页,中国文学论著集目续编.jpg
四库全书简明目录,https://img.dushu.com/2006/05/27/07093478123034.jpg_200.jpg,¥2.80,（清）永瑢等著,古典文学出版社,,1957-01-01,512页,四库全书简明目录.jpg
《中原文物》创刊十五年叙录：1977-1992,https://a.dushu.com/img/n200.png,¥0.00,汤文兴主编；中原文物编辑部编辑,编辑者,,1993-01-01,266页,中国文学论著集目续编.jpg
最新SCI源期刊要目总览,https://a.dushu.com/img/n200.png,¥150.00,郑晓南主编,第二军医大学出版社,9787810600729,1999-09-01,,中国文学论著集目续编.jpg
新疆大学图书馆藏古籍书目：经部九百○六种史部一千一百八十三种（第三辑）,https://a.dushu.com/img/n200.png,¥16.50,新疆大学图书馆编,新疆大学出版社,9787563107612,1996-01-01,125页,中国文学论著集目续编.jpg
北京图书馆出版社图书总目：1979-1999,https://a.dushu.com/img/n200.png,¥40.00,姜红编撰,北京图书馆出版社,,1999-01-01,293页,中国文学论著集目续编.jpg
外国哲学、社会科学书目,https://a.dushu.com/img/n200.png,¥0.00,商务印书馆编,商务印书馆,,1963-01-01,95页,中国文学论著集目续编.jpg
国立中央图书馆拓片目录,https://a.dushu.com/img/n200.png,¥200.00,国立中央图书馆特藏组编辑,国立中央图书馆,9789576780165,1990-01-01,253页,中国文学论著集目续编.jpg
中国宝卷总目,https://a.dushu.com/img/n200.png,¥280.00,车锡伦编著,中央研究院中国文哲研究所筹备处,9789576715976,1998-01-01,358页,中国文学论著集目续编.jpg
台湾民间信仰研究书目,https://a.dushu.com/img/n200.png,¥250.00,林美容编,中央研究院近代史研究所,9789576714856,1997-01-01,391页,中国文学论著集目续编.jpg
八典索引,https://a.dushu.com/img/n200.png,¥45.00,蓝恭梓主编,济南出版社,9787806292679,1999-01-01,819页,中国文学论著集目续编.jpg
藏书叙录,https://a.dushu.com/img/n200.png,¥0.00,潮汕历史文化研究中心资料征集委员会编,潮汕历史文化研究中心资料征集委员会,,2000-01-01,271页,中国文学论著集目续编.jpg
土木、建筑工程期刊资料索引,https://a.dushu.com/img/n200.png,¥0.25,上海市鸿英图书馆编,,,1954-01-01,15页,中国文学论著集目续编.jpg
化学除莠：专题文献索引,https://a.dushu.com/img/n200.png,¥3.80,黑龙江省图书馆，黑龙江省农业科学院合编,,,1963-01-01,287页,中国文学论著集目续编.jpg
希有分散元素文献目录：中日文,https://a.dushu.com/img/n200.png,¥2.00,中国科学院地质研究所图书馆，中华人民共和国地质部图书馆合编,科学出版社,,1962-01-01,227页,中国文学论著集目续编.jpg
重返东方：全视角审视当代艺术的价值谱系,https://img.dushu.com/2019/12/11/09474370813803.jpg_200.jpg,¥78.00,邱正伦,西南师范大学出版社,9787562186243,2017-12-01,,重返东方：全视角审视当代艺术的价值谱系.jpg
大清历朝实录总目,https://a.dushu.com/img/n200.png,¥0.00,暂缺,华文书局,,1970-01-01,380页,中国文学论著集目续编.jpg
佛教丛书（七种）总索引,https://a.dushu.com/img/n200.png,¥0.00,（日）吹田和光编；世界佛学名著译丛编译委员会译,华宇出版社,,1988-01-01,675页,中国文学论著集目续编.jpg
北汽时代,https://img.dushu.com/2019/12/23/105728493239964411.jpg_200.jpg,¥55.00,李春雷 著,北京十月文艺出版社,9787530219065,2020-01-01,376,北汽时代.jpg
先秦诸子与楚文化关系研究,https://img.dushu.com/2019/12/11/09503630061271.jpg_200.jpg,¥48.00,陈瑶,上海古籍出版社,9787532585793,2017-12-01,388,先秦诸子与楚文化关系研究.jpg
苍莽高地,https://img.dushu.com/2019/12/23/105734353239968534.jpg_200.jpg,¥45.00,辛茜 著,重庆出版社,9787229143985,2019-12-01,,苍莽高地.jpg
100个百岁老人的传奇,https://img.dushu.com/2019/12/23/10572154323996179.jpg_200.jpg,¥190.00,中国西部人才开发基金会 著,中国言实出版社,9787517132691,2019-12-01,,100个百岁老人的传奇.jpg
解读广东改革密码,https://img.dushu.com/2019/12/23/105724329239968827.jpg_200.jpg,¥48.00,南方日报社 著,南方日报出版社,9787549120680,2019-12-01,,解读广东改革密码.jpg
文化遗产研究集刊 8,https://img.dushu.com/2019/12/11/09503518488423.jpg_200.jpg,¥48.00,复旦大学博物馆，复旦大学文物与博物馆学系,复旦大学出版社,9787309130270,2017-12-01,,文化遗产研究集刊 8.jpg
国家图书馆善本书志初稿,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆特藏组编,国家图书馆,9789576782497,1999-01-01,465页,中国文学论著集目续编.jpg
国家图书馆善本书志初稿（丛书部）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆特藏组编,国家图书馆,9789576782916,2000-01-01,290页,中国文学论著集目续编.jpg
国家图书馆善本书志初稿（经部）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆特藏组编,国家图书馆,9789576782015,1996-01-01,365页,中国文学论著集目续编.jpg
刚伐邑藏书志,https://a.dushu.com/img/n200.png,¥0.00,袁荣法撰；国立中央图书馆特藏组编辑,国立中央图书馆,,1988-01-01,23页,中国文学论著集目续编.jpg
中国民族学与民俗学研究论著目录：1900-1994,https://a.dushu.com/img/n200.png,¥0.00,简涛主编；汉学研究中心编,汉学研究中心,9789576782275,1997-01-01,1321～2080页,中国文学论著集目续编.jpg
且偕传说醉西湖（汉英版）,https://img.dushu.com/2019/12/23/105738180239966975.jpg_200.jpg,¥168.00,杭州图书馆 编,西泠印社出版社,9787550829121,2019-10-01,314,且偕传说醉西湖（汉英版）.jpg
当代谜书目录,https://a.dushu.com/img/n200.png,¥0.00,章镳编,天马图书公司,9789624502763,2001-01-01,164页,中国文学论著集目续编.jpg
中华民国出版图书目录（八十六年度 第一册）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆编目组编辑,国家图书馆,9789576782442,1999-01-01,1374页,中国文学论著集目续编.jpg
中华民国出版图书目录（八十六年度 第二册）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆编目组编辑,国家图书馆,9789576782459,1999-01-01,1375～2748页,中国文学论著集目续编.jpg
中华民国出版图书目录（八十六年度 第三册）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆编目组编辑,国家图书馆,9789576782466,1999-01-01,2749～4122页,中国文学论著集目续编.jpg
中华民国出版图书目录（八十六年度 第四册）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆编目组编辑,国家图书馆,9789576782473,1999-01-01,4123～5474页,中国文学论著集目续编.jpg
中华民国出版图书目录（八十六年度 第五册）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆编目组编辑,国家图书馆,9789576782480,1999-01-01,5475～6870页,中国文学论著集目续编.jpg
中华民国出版图书目录（八十七年度 第一册）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆编目组编辑,国家图书馆,9789576782619,1999-01-01,1442页,中国文学论著集目续编.jpg
中华民国出版图书目录（八十七年度 第三册）,https://a.dushu.com/img/n200.png,¥0.00,国家图书馆编目组编辑,国家图书馆,9789576782633,1999-01-01,2885～4326页,中国文学论著集目续编.jpg
中国戏曲研究院所藏京剧目录：1949年至1957年12月31日入藏,https://a.dushu.com/img/n200.png,¥0.60,中国戏曲研究院图书资料室编,,,1900-01-01,88页,中国文学论著集目续编.jpg
中国评剧院戏曲抄本目录（第一号）,https://a.dushu.com/img/n200.png,¥0.00,暂缺,,,1900-01-01,,中国文学论著集目续编.jpg
商品目录,https://a.dushu.com/img/n200.png,¥0.00,中国纺织品进出口总公司编,中国纺织品进出口总公司,,1900-01-01,20页,中国文学论著集目续编.jpg
有机中间体索引,https://a.dushu.com/img/n200.png,¥2.00,上海市医药工业公司，上海市有机化学工业公司编,上海市有机化学工业公司,,1900-01-01,70页,中国文学论著集目续编.jpg
仪器仪表目录,https://a.dushu.com/img/n200.png,¥0.00,第一机械工业部编,第一机械工业部,,1965-01-01,381～722页,中国文学论著集目续编.jpg
医药卫生图书目录,https://a.dushu.com/img/n200.png,¥0.00,中华医学会编辑,人民出版社,,1964-01-01,42页,中国文学论著集目续编.jpg
中外文工具书目,https://a.dushu.com/img/n200.png,¥0.00,暂缺,商务印书馆,,1900-01-01,37页,中国文学论著集目续编.jpg
外国语文书目,https://a.dushu.com/img/n200.png,¥0.00,暂缺,商务印书馆,,1964-01-01,118页,中国文学论著集目续编.jpg
涤纶片基（1）,https://a.dushu.com/img/n200.png,¥0.00,中国科学技术情报研究所编,中国科学技术情报研究所,,1973-01-01,30页,中国文学论著集目续编.jpg
日本藏宋人文集善本钩沉,https://a.dushu.com/img/n200.png,¥25.00,严绍〓编撰,杭州大学出版社,9787810358378,1996-01-01,375页,中国文学论著集目续编.jpg
世界地学工具书指南,https://a.dushu.com/img/n200.png,¥39.50,中国科学院兰州文献情报中心编,兰州大学出版社,9787311001841,1990-01-01,703页,中国文学论著集目续编.jpg
应用技术图书目录,https://a.dushu.com/img/n200.png,¥1.00,山东师范学院图书馆编,,,1956-01-01,98页,中国文学论著集目续编.jpg
四十种工矿设备简化机型目录,https://a.dushu.com/img/n200.png,¥0.64,暂缺,,,1964-01-01,133页,中国文学论著集目续编.jpg
日本1963年机床产品目录,https://a.dushu.com/img/n200.png,¥2.30,第一机械工业部机床研究所编,第一机械工业部机床研究所,,1964-01-01,61页,中国文学论著集目续编.jpg
化工设备设计常用标准目录,https://a.dushu.com/img/n200.png,¥0.45,燃料化学工业部第六设计院编,燃料化学工业部第六设计院,,1972-01-01,91页,中国文学论著集目续编.jpg
馆藏外文医学图书目录,https://a.dushu.com/img/n200.png,¥0.80,浙江图书馆编,,,1957-01-01,,中国文学论著集目续编.jpg
历代铜鼓文学文献集成,https://img.dushu.com/2019/12/23/10573921239966245.jpg_200.jpg,¥118.00,齐清仙，黄权才 著,山西人民出版社,9787203109433,2019-08-01,410,历代铜鼓文学文献集成.jpg
可变电容器专题文献索引,https://a.dushu.com/img/n200.png,¥1.00,南京无线电厂技术情报室编译,,,1963-01-01,68页,中国文学论著集目续编.jpg
国外不锈钢切削加工文献索引,https://a.dushu.com/img/n200.png,¥0.60,第一机械工业部机械科学研究院编,第一机械工业部机械科学研究院,,1964-01-01,51页,中国文学论著集目续编.jpg
国外不锈钢热处理文献索引,https://a.dushu.com/img/n200.png,¥0.20,第一机械工业部机械科学研究院编,第一机械工业部机械科学研究院,,1964-01-01,11页,中国文学论著集目续编.jpg
给排水资料目录,https://a.dushu.com/img/n200.png,¥0.20,北京市给排水研究所编,北京市给排水研究所,,1973-01-01,84页,中国文学论著集目续编.jpg
半导体收音机专题文献索引,https://a.dushu.com/img/n200.png,¥1.50,南京无线电厂技术情报室，上海无线电三厂技术情报室编译,北京第750信箱21分箱,,1963-01-01,107页,中国文学论著集目续编.jpg
图书馆学基本知识图书论文选目,https://a.dushu.com/img/n200.png,¥0.20,北京图书馆科学方法研究部编,,,1960-01-01,14页,中国文学论著集目续编.jpg
人民日报社论索引：1949-1958,https://a.dushu.com/img/n200.png,¥0.00,人民日报国内资料组编,人民日报出版社,,1959-01-01,108页,中国文学论著集目续编.jpg
学习《毛泽东选集》第五卷资料索引,https://a.dushu.com/img/n200.png,¥0.00,唐山图书馆编,唐山图书馆,,1977-01-01,21页,中国文学论著集目续编.jpg
馆藏《台湾文献丛刊》书目提要,https://a.dushu.com/img/n200.png,¥0.00,中国科学院图书馆编,中国科学院图书馆,,1979-01-01,90页,中国文学论著集目续编.jpg
全国西文期刊联合目录：1962-1978年,https://a.dushu.com/img/n200.png,¥10.00,北京图书馆联合目录编辑组编,书目文献出版社,,1982-01-01,2636～3912页,中国文学论著集目续编.jpg
馆藏检索工具书刊目录（一）,https://a.dushu.com/img/n200.png,¥0.00,贵州省图书馆书目参考部编,贵州省图书馆书目参考部,,1982-01-01,85页,中国文学论著集目续编.jpg
爵士笔记,https://img.dushu.com/2019/12/11/10071713549506.jpg_200.jpg,¥40.00,（英）菲利普·拉金 著,河南大学出版社,9787564912628,2018-02-01,288,爵士笔记.jpg
蜗牛看西游：揭秘取经背后的五十个谜团,https://img.dushu.com/2019/12/11/10142668072150.jpg_200.jpg,¥39.00,牵着蜗牛散步,作家出版社,9787506397407,2017-12-01,336,蜗牛看西游：揭秘取经背后的五十个谜团.jpg
吴伟业戏曲作品研究,https://img.dushu.com/2019/12/11/10022566123359.jpg_200.jpg,¥69.00,楚萍,中国社会科学出版社,9787516197981,2017-10-01,,吴伟业戏曲作品研究.jpg
潜心笃教 时闻花香：一个教师的教育札记,https://img.dushu.com/2019/12/11/10022726345711.jpg_200.jpg,¥69.00,张晚艳,中国社会科学出版社,9787520309707,2017-10-01,,潜心笃教 时闻花香：一个教师的教育札记.jpg
元代吐蕃地方行政体制研究,https://img.dushu.com/2019/12/11/10162134327712.jpg_200.jpg,¥90.00,张云,商务印书馆,9787100128056,2017-11-01,392,元代吐蕃地方行政体制研究.jpg
